"MJD","Year","Month","Day","YY.MMDD","X","timestamp","LOD[msec]","sigma_LOD[msec]"
50881,1998,3,9,98.0309,13216,1998-03-09,1.8206,0.0314
50882,1998,3,10,98.0310,13217,1998-03-10,1.8802,0.0313
50883,1998,3,11,98.0311,13218,1998-03-11,1.9865,0.0312
50884,1998,3,12,98.0312,13219,1998-03-12,2.0816,0.031
50885,1998,3,13,98.0313,13220,1998-03-13,2.1268,0.0308
50886,1998,3,14,98.0314,13221,1998-03-14,2.1231,0.0306
50887,1998,3,15,98.0315,13222,1998-03-15,2.0962,0.0304
50888,1998,3,16,98.0316,13223,1998-03-16,2.0577,0.0301
50889,1998,3,17,98.0317,13224,1998-03-17,1.9848,0.0298
50890,1998,3,18,98.0318,13225,1998-03-18,1.9053,0.0295
50891,1998,3,19,98.0319,13226,1998-03-19,1.8087,0.0292
50892,1998,3,20,98.0320,13227,1998-03-20,1.7542,0.0289
50893,1998,3,21,98.0321,13228,1998-03-21,1.7366,0.0286
50894,1998,3,22,98.0322,13229,1998-03-22,1.7642,0.0283
50895,1998,3,23,98.0323,13230,1998-03-23,1.8354,0.0279
50896,1998,3,24,98.0324,13231,1998-03-24,1.9616,0.0276
50897,1998,3,25,98.0325,13232,1998-03-25,2.1662,0.0273
50898,1998,3,26,98.0326,13233,1998-03-26,2.3942,0.0271
50899,1998,3,27,98.0327,13234,1998-03-27,2.5409,0.0268
50900,1998,3,28,98.0328,13235,1998-03-28,2.569,0.0265
50901,1998,3,29,98.0329,13236,1998-03-29,2.522,0.0262
50902,1998,3,30,98.0330,13237,1998-03-30,2.3878,0.0259
50903,1998,3,31,98.0331,13238,1998-03-31,2.2259,0.0256
50904,1998,4,1,98.0401,13239,1998-04-01,2.0552,0.0254
50905,1998,4,2,98.0402,13240,1998-04-02,1.9159,0.0251
50906,1998,4,3,98.0403,13241,1998-04-03,1.8093,0.0249
50907,1998,4,4,98.0404,13242,1998-04-04,1.7869,0.0246
50908,1998,4,5,98.0405,13243,1998-04-05,1.8143,0.0244
50909,1998,4,6,98.0406,13244,1998-04-06,1.8379,0.0242
50910,1998,4,7,98.0407,13245,1998-04-07,1.8714,0.024
50911,1998,4,8,98.0408,13246,1998-04-08,1.925,0.0238
50912,1998,4,9,98.0409,13247,1998-04-09,1.9429,0.0236
50913,1998,4,10,98.0410,13248,1998-04-10,1.9453,0.0235
50914,1998,4,11,98.0411,13249,1998-04-11,1.9586,0.0233
50915,1998,4,12,98.0412,13250,1998-04-12,1.9572,0.0231
50916,1998,4,13,98.0413,13251,1998-04-13,1.8941,0.0229
50917,1998,4,14,98.0414,13252,1998-04-14,1.8295,0.0228
50918,1998,4,15,98.0415,13253,1998-04-15,1.7692,0.0226
50919,1998,4,16,98.0416,13254,1998-04-16,1.6949,0.0225
50920,1998,4,17,98.0417,13255,1998-04-17,1.6535,0.0224
50921,1998,4,18,98.0418,13256,1998-04-18,1.6661,0.0223
50922,1998,4,19,98.0419,13257,1998-04-19,1.7372,0.0221
50923,1998,4,20,98.0420,13258,1998-04-20,1.8456,0.022
50924,1998,4,21,98.0421,13259,1998-04-21,1.9985,0.0219
50925,1998,4,22,98.0422,13260,1998-04-22,2.1845,0.0218
50926,1998,4,23,98.0423,13261,1998-04-23,2.3735,0.0217
50927,1998,4,24,98.0424,13262,1998-04-24,2.536,0.0216
50928,1998,4,25,98.0425,13263,1998-04-25,2.5783,0.0216
50929,1998,4,26,98.0426,13264,1998-04-26,2.4819,0.0215
50930,1998,4,27,98.0427,13265,1998-04-27,2.2801,0.0214
50931,1998,4,28,98.0428,13266,1998-04-28,2.0538,0.0214
50932,1998,4,29,98.0429,13267,1998-04-29,1.8881,0.0213
50933,1998,4,30,98.0430,13268,1998-04-30,1.8178,0.0213
50934,1998,5,1,98.0501,13269,1998-05-01,1.8073,0.0213
50935,1998,5,2,98.0502,13270,1998-05-02,1.8136,0.0213
50936,1998,5,3,98.0503,13271,1998-05-03,1.8056,0.0213
50937,1998,5,4,98.0504,13272,1998-05-04,1.78,0.0213
50938,1998,5,5,98.0505,13273,1998-05-05,1.7967,0.0213
50939,1998,5,6,98.0506,13274,1998-05-06,1.8336,0.0212
50940,1998,5,7,98.0507,13275,1998-05-07,1.8675,0.0212
50941,1998,5,8,98.0508,13276,1998-05-08,1.8607,0.0211
50942,1998,5,9,98.0509,13277,1998-05-09,1.8245,0.0211
50943,1998,5,10,98.0510,13278,1998-05-10,1.7739,0.021
50944,1998,5,11,98.0511,13279,1998-05-11,1.6819,0.0209
50945,1998,5,12,98.0512,13280,1998-05-12,1.5983,0.0207
50946,1998,5,13,98.0513,13281,1998-05-13,1.5061,0.0206
50947,1998,5,14,98.0514,13282,1998-05-14,1.4252,0.0204
50948,1998,5,15,98.0515,13283,1998-05-15,1.404,0.0202
50949,1998,5,16,98.0516,13284,1998-05-16,1.479,0.02
50950,1998,5,17,98.0517,13285,1998-05-17,1.6155,0.0198
50951,1998,5,18,98.0518,13286,1998-05-18,1.7859,0.0196
50952,1998,5,19,98.0519,13287,1998-05-19,1.9874,0.0194
50953,1998,5,20,98.0520,13288,1998-05-20,2.154,0.0191
50954,1998,5,21,98.0521,13289,1998-05-21,2.2849,0.0189
50955,1998,5,22,98.0522,13290,1998-05-22,2.3704,0.0187
50956,1998,5,23,98.0523,13291,1998-05-23,2.3601,0.0184
50957,1998,5,24,98.0524,13292,1998-05-24,2.2487,0.0182
50958,1998,5,25,98.0525,13293,1998-05-25,2.0493,0.018
50959,1998,5,26,98.0526,13294,1998-05-26,1.8141,0.0178
50960,1998,5,27,98.0527,13295,1998-05-27,1.6052,0.0177
50961,1998,5,28,98.0528,13296,1998-05-28,1.4539,0.0176
50962,1998,5,29,98.0529,13297,1998-05-29,1.3577,0.0174
50963,1998,5,30,98.0530,13298,1998-05-30,1.3346,0.0173
50964,1998,5,31,98.0531,13299,1998-05-31,1.3373,0.0172
50965,1998,6,1,98.0601,13300,1998-06-01,1.3264,0.0171
50966,1998,6,2,98.0602,13301,1998-06-02,1.3211,0.017
50967,1998,6,3,98.0603,13302,1998-06-03,1.323,0.0169
50968,1998,6,4,98.0604,13303,1998-06-04,1.3073,0.0169
50969,1998,6,5,98.0605,13304,1998-06-05,1.2661,0.0168
50970,1998,6,6,98.0606,13305,1998-06-06,1.1706,0.0168
50971,1998,6,7,98.0607,13306,1998-06-07,1.0501,0.0168
50972,1998,6,8,98.0608,13307,1998-06-08,0.9207,0.0167
50973,1998,6,9,98.0609,13308,1998-06-09,0.8131,0.0167
50974,1998,6,10,98.0610,13309,1998-06-10,0.7484,0.0167
50975,1998,6,11,98.0611,13310,1998-06-11,0.6987,0.0167
50976,1998,6,12,98.0612,13311,1998-06-12,0.6947,0.0168
50977,1998,6,13,98.0613,13312,1998-06-13,0.7613,0.0168
50978,1998,6,14,98.0614,13313,1998-06-14,0.8432,0.0169
50979,1998,6,15,98.0615,13314,1998-06-15,0.8927,0.0169
50980,1998,6,16,98.0616,13315,1998-06-16,0.9397,0.017
50981,1998,6,17,98.0617,13316,1998-06-17,0.9898,0.0171
50982,1998,6,18,98.0618,13317,1998-06-18,0.9981,0.0171
50983,1998,6,19,98.0619,13318,1998-06-19,0.9568,0.0172
50984,1998,6,20,98.0620,13319,1998-06-20,0.8636,0.0173
50985,1998,6,21,98.0621,13320,1998-06-21,0.73,0.0174
50986,1998,6,22,98.0622,13321,1998-06-22,0.5945,0.0175
50987,1998,6,23,98.0623,13322,1998-06-23,0.4629,0.0176
50988,1998,6,24,98.0624,13323,1998-06-24,0.3854,0.0177
50989,1998,6,25,98.0625,13324,1998-06-25,0.3705,0.0179
50990,1998,6,26,98.0626,13325,1998-06-26,0.3835,0.018
50991,1998,6,27,98.0627,13326,1998-06-27,0.4257,0.0181
50992,1998,6,28,98.0628,13327,1998-06-28,0.4846,0.0183
50993,1998,6,29,98.0629,13328,1998-06-29,0.5421,0.0185
50994,1998,6,30,98.0630,13329,1998-06-30,0.5856,0.0187
50995,1998,7,1,98.0701,13330,1998-07-01,0.6134,0.0189
50996,1998,7,2,98.0702,13331,1998-07-02,0.6042,0.0191
50997,1998,7,3,98.0703,13332,1998-07-03,0.5219,0.0193
50998,1998,7,4,98.0704,13333,1998-07-04,0.4439,0.0195
50999,1998,7,5,98.0705,13334,1998-07-05,0.3451,0.0197
51000,1998,7,6,98.0706,13335,1998-07-06,0.2512,0.0199
51001,1998,7,7,98.0707,13336,1998-07-07,0.1294,0.02
51002,1998,7,8,98.0708,13337,1998-07-08,0.04,0.0202
51003,1998,7,9,98.0709,13338,1998-07-09,0.0257,0.0203
51004,1998,7,10,98.0710,13339,1998-07-10,0.0858,0.0204
51005,1998,7,11,98.0711,13340,1998-07-11,0.2393,0.0205
51006,1998,7,12,98.0712,13341,1998-07-12,0.4082,0.0205
51007,1998,7,13,98.0713,13342,1998-07-13,0.5697,0.0206
51008,1998,7,14,98.0714,13343,1998-07-14,0.6822,0.0206
51009,1998,7,15,98.0715,13344,1998-07-15,0.7402,0.0206
51010,1998,7,16,98.0716,13345,1998-07-16,0.7155,0.0206
51011,1998,7,17,98.0717,13346,1998-07-17,0.6209,0.0206
51012,1998,7,18,98.0718,13347,1998-07-18,0.4876,0.0206
51013,1998,7,19,98.0719,13348,1998-07-19,0.3466,0.0205
51014,1998,7,20,98.0720,13349,1998-07-20,0.215,0.0205
51015,1998,7,21,98.0721,13350,1998-07-21,0.1129,0.0205
51016,1998,7,22,98.0722,13351,1998-07-22,0.0765,0.0205
51017,1998,7,23,98.0723,13352,1998-07-23,0.099,0.0205
51018,1998,7,24,98.0724,13353,1998-07-24,0.1785,0.0205
51019,1998,7,25,98.0725,13354,1998-07-25,0.3134,0.0205
51020,1998,7,26,98.0726,13355,1998-07-26,0.4186,0.0205
51021,1998,7,27,98.0727,13356,1998-07-27,0.4733,0.0206
51022,1998,7,28,98.0728,13357,1998-07-28,0.4639,0.0206
51023,1998,7,29,98.0729,13358,1998-07-29,0.4537,0.0207
51024,1998,7,30,98.0730,13359,1998-07-30,0.4688,0.0207
51025,1998,7,31,98.0731,13360,1998-07-31,0.4739,0.0208
51026,1998,8,1,98.0801,13361,1998-08-01,0.4425,0.0209
51027,1998,8,2,98.0802,13362,1998-08-02,0.3988,0.021
51028,1998,8,3,98.0803,13363,1998-08-03,0.336,0.0211
51029,1998,8,4,98.0804,13364,1998-08-04,0.3187,0.0212
51030,1998,8,5,98.0805,13365,1998-08-05,0.3221,0.0214
51031,1998,8,6,98.0806,13366,1998-08-06,0.3597,0.0215
51032,1998,8,7,98.0807,13367,1998-08-07,0.4417,0.0216
51033,1998,8,8,98.0808,13368,1998-08-08,0.5838,0.0218
51034,1998,8,9,98.0809,13369,1998-08-09,0.7723,0.022
51035,1998,8,10,98.0810,13370,1998-08-10,0.9193,0.0221
51036,1998,8,11,98.0811,13371,1998-08-11,0.9931,0.0223
51037,1998,8,12,98.0812,13372,1998-08-12,0.9926,0.0225
51038,1998,8,13,98.0813,13373,1998-08-13,0.9207,0.0227
51039,1998,8,14,98.0814,13374,1998-08-14,0.7615,0.0229
51040,1998,8,15,98.0815,13375,1998-08-15,0.5601,0.0232
51041,1998,8,16,98.0816,13376,1998-08-16,0.3874,0.0234
51042,1998,8,17,98.0817,13377,1998-08-17,0.2935,0.0237
51043,1998,8,18,98.0818,13378,1998-08-18,0.2324,0.024
51044,1998,8,19,98.0819,13379,1998-08-19,0.1967,0.0243
51045,1998,8,20,98.0820,13380,1998-08-20,0.2125,0.0247
51046,1998,8,21,98.0821,13381,1998-08-21,0.3055,0.025
51047,1998,8,22,98.0822,13382,1998-08-22,0.4111,0.0253
51048,1998,8,23,98.0823,13383,1998-08-23,0.472,0.0256
51049,1998,8,24,98.0824,13384,1998-08-24,0.5258,0.0259
51050,1998,8,25,98.0825,13385,1998-08-25,0.5782,0.0262
51051,1998,8,26,98.0826,13386,1998-08-26,0.6458,0.0265
51052,1998,8,27,98.0827,13387,1998-08-27,0.6248,0.0268
51053,1998,8,28,98.0828,13388,1998-08-28,0.5585,0.0271
51054,1998,8,29,98.0829,13389,1998-08-29,0.5115,0.0274
51055,1998,8,30,98.0830,13390,1998-08-30,0.5338,0.0277
51056,1998,8,31,98.0831,13391,1998-08-31,0.5757,0.0279
51057,1998,9,1,98.0901,13392,1998-09-01,0.6096,0.0282
51058,1998,9,2,98.0902,13393,1998-09-02,0.6558,0.0284
51059,1998,9,3,98.0903,13394,1998-09-03,0.7383,0.0287
51060,1998,9,4,98.0904,13395,1998-09-04,0.8553,0.0289
51061,1998,9,5,98.0905,13396,1998-09-05,1.0525,0.0291
51062,1998,9,6,98.0906,13397,1998-09-06,1.2446,0.0292
51063,1998,9,7,98.0907,13398,1998-09-07,1.3975,0.0294
51064,1998,9,8,98.0908,13399,1998-09-08,1.4646,0.0295
51065,1998,9,9,98.0909,13400,1998-09-09,1.4436,0.0296
51066,1998,9,10,98.0910,13401,1998-09-10,1.3342,0.0297
51067,1998,9,11,98.0911,13402,1998-09-11,1.1469,0.0298
51068,1998,9,12,98.0912,13403,1998-09-12,0.9508,0.0298
51069,1998,9,13,98.0913,13404,1998-09-13,0.7821,0.0298
51070,1998,9,14,98.0914,13405,1998-09-14,0.6895,0.0298
51071,1998,9,15,98.0915,13406,1998-09-15,0.6925,0.0297
51072,1998,9,16,98.0916,13407,1998-09-16,0.7538,0.0296
51073,1998,9,17,98.0917,13408,1998-09-17,0.8291,0.0295
51074,1998,9,18,98.0918,13409,1998-09-18,0.8976,0.0294
51075,1998,9,19,98.0919,13410,1998-09-19,0.9878,0.0293
51076,1998,9,20,98.0920,13411,1998-09-20,1.0913,0.0291
51077,1998,9,21,98.0921,13412,1998-09-21,1.148,0.029
51078,1998,9,22,98.0922,13413,1998-09-22,1.1124,0.0289
51079,1998,9,23,98.0923,13414,1998-09-23,1.0491,0.0287
51080,1998,9,24,98.0924,13415,1998-09-24,0.9886,0.0286
51081,1998,9,25,98.0925,13416,1998-09-25,0.9357,0.0284
51082,1998,9,26,98.0926,13417,1998-09-26,0.9136,0.0282
51083,1998,9,27,98.0927,13418,1998-09-27,0.8691,0.028
51084,1998,9,28,98.0928,13419,1998-09-28,0.8209,0.0279
51085,1998,9,29,98.0929,13420,1998-09-29,0.8205,0.0277
51086,1998,9,30,98.0930,13421,1998-09-30,0.9021,0.0275
51087,1998,10,1,98.1001,13422,1998-10-01,1.065,0.0274
51088,1998,10,2,98.1002,13423,1998-10-02,1.2753,0.0272
51089,1998,10,3,98.1003,13424,1998-10-03,1.5217,0.027
51090,1998,10,4,98.1004,13425,1998-10-04,1.7262,0.0269
51091,1998,10,5,98.1005,13426,1998-10-05,1.8693,0.0267
51092,1998,10,6,98.1006,13427,1998-10-06,1.8893,0.0266
51093,1998,10,7,98.1007,13428,1998-10-07,1.8212,0.0265
51094,1998,10,8,98.1008,13429,1998-10-08,1.7143,0.0264
51095,1998,10,9,98.1009,13430,1998-10-09,1.5888,0.0262
51096,1998,10,10,98.1010,13431,1998-10-10,1.4571,0.0261
51097,1998,10,11,98.1011,13432,1998-10-11,1.3199,0.026
51098,1998,10,12,98.1012,13433,1998-10-12,1.2682,0.0258
51099,1998,10,13,98.1013,13434,1998-10-13,1.2625,0.0257
51100,1998,10,14,98.1014,13435,1998-10-14,1.3089,0.0256
51101,1998,10,15,98.1015,13436,1998-10-15,1.3697,0.0255
51102,1998,10,16,98.1016,13437,1998-10-16,1.3981,0.0254
51103,1998,10,17,98.1017,13438,1998-10-17,1.4367,0.0253
51104,1998,10,18,98.1018,13439,1998-10-18,1.4594,0.0251
51105,1998,10,19,98.1019,13440,1998-10-19,1.4699,0.025
51106,1998,10,20,98.1020,13441,1998-10-20,1.4553,0.0249
51107,1998,10,21,98.1021,13442,1998-10-21,1.4289,0.0248
51108,1998,10,22,98.1022,13443,1998-10-22,1.3705,0.0246
51109,1998,10,23,98.1023,13444,1998-10-23,1.2908,0.0245
51110,1998,10,24,98.1024,13445,1998-10-24,1.2569,0.0244
51111,1998,10,25,98.1025,13446,1998-10-25,1.2403,0.0243
51112,1998,10,26,98.1026,13447,1998-10-26,1.2223,0.0242
51113,1998,10,27,98.1027,13448,1998-10-27,1.1883,0.0241
51114,1998,10,28,98.1028,13449,1998-10-28,1.2348,0.024
51115,1998,10,29,98.1029,13450,1998-10-29,1.3605,0.0238
51116,1998,10,30,98.1030,13451,1998-10-30,1.5356,0.0237
51117,1998,10,31,98.1031,13452,1998-10-31,1.7654,0.0235
51118,1998,11,1,98.1101,13453,1998-11-01,1.9865,0.0234
51119,1998,11,2,98.1102,13454,1998-11-02,2.1238,0.0232
51120,1998,11,3,98.1103,13455,1998-11-03,2.1135,0.0231
51121,1998,11,4,98.1104,13456,1998-11-04,2.0143,0.0229
51122,1998,11,5,98.1105,13457,1998-11-05,1.8719,0.0227
51123,1998,11,6,98.1106,13458,1998-11-06,1.7131,0.0225
51124,1998,11,7,98.1107,13459,1998-11-07,1.5785,0.0222
51125,1998,11,8,98.1108,13460,1998-11-08,1.4765,0.022
51126,1998,11,9,98.1109,13461,1998-11-09,1.4594,0.0217
51127,1998,11,10,98.1110,13462,1998-11-10,1.4685,0.0214
51128,1998,11,11,98.1111,13463,1998-11-11,1.4805,0.0212
51129,1998,11,12,98.1112,13464,1998-11-12,1.5,0.0208
51130,1998,11,13,98.1113,13465,1998-11-13,1.5212,0.0205
51131,1998,11,14,98.1114,13466,1998-11-14,1.5234,0.0202
51132,1998,11,15,98.1115,13467,1998-11-15,1.5011,0.0199
51133,1998,11,16,98.1116,13468,1998-11-16,1.4641,0.0196
51134,1998,11,17,98.1117,13469,1998-11-17,1.4125,0.0193
51135,1998,11,18,98.1118,13470,1998-11-18,1.3942,0.019
51136,1998,11,19,98.1119,13471,1998-11-19,1.3314,0.0187
51137,1998,11,20,98.1120,13472,1998-11-20,1.2586,0.0185
51138,1998,11,21,98.1121,13473,1998-11-21,1.2277,0.0183
51139,1998,11,22,98.1122,13474,1998-11-22,1.2276,0.0181
51140,1998,11,23,98.1123,13475,1998-11-23,1.2467,0.018
51141,1998,11,24,98.1124,13476,1998-11-24,1.2736,0.0179
51142,1998,11,25,98.1125,13477,1998-11-25,1.3221,0.0178
51143,1998,11,26,98.1126,13478,1998-11-26,1.4516,0.0177
51144,1998,11,27,98.1127,13479,1998-11-27,1.6244,0.0176
51145,1998,11,28,98.1128,13480,1998-11-28,1.7699,0.0176
51146,1998,11,29,98.1129,13481,1998-11-29,1.858,0.0175
51147,1998,11,30,98.1130,13482,1998-11-30,1.8503,0.0175
51148,1998,12,1,98.1201,13483,1998-12-01,1.7602,0.0174
51149,1998,12,2,98.1202,13484,1998-12-02,1.612,0.0174
51150,1998,12,3,98.1203,13485,1998-12-03,1.4418,0.0173
51151,1998,12,4,98.1204,13486,1998-12-04,1.2846,0.0173
51152,1998,12,5,98.1205,13487,1998-12-05,1.1757,0.0173
51153,1998,12,6,98.1206,13488,1998-12-06,1.1294,0.0173
51154,1998,12,7,98.1207,13489,1998-12-07,1.0994,0.0173
51155,1998,12,8,98.1208,13490,1998-12-08,1.0701,0.0173
51156,1998,12,9,98.1209,13491,1998-12-09,1.0794,0.0173
51157,1998,12,10,98.1210,13492,1998-12-10,1.1391,0.0173
51158,1998,12,11,98.1211,13493,1998-12-11,1.1799,0.0173
51159,1998,12,12,98.1212,13494,1998-12-12,1.1761,0.0173
51160,1998,12,13,98.1213,13495,1998-12-13,1.1231,0.0173
51161,1998,12,14,98.1214,13496,1998-12-14,1.0376,0.0173
51162,1998,12,15,98.1215,13497,1998-12-15,0.9575,0.0173
51163,1998,12,16,98.1216,13498,1998-12-16,0.8526,0.0174
51164,1998,12,17,98.1217,13499,1998-12-17,0.7656,0.0174
51165,1998,12,18,98.1218,13500,1998-12-18,0.6976,0.0175
51166,1998,12,19,98.1219,13501,1998-12-19,0.6516,0.0175
51167,1998,12,20,98.1220,13502,1998-12-20,0.6221,0.0176
51168,1998,12,21,98.1221,13503,1998-12-21,0.6227,0.0176
51169,1998,12,22,98.1222,13504,1998-12-22,0.6747,0.0177
51170,1998,12,23,98.1223,13505,1998-12-23,0.8061,0.0178
51171,1998,12,24,98.1224,13506,1998-12-24,0.9819,0.0179
51172,1998,12,25,98.1225,13507,1998-12-25,1.1882,0.0181
51173,1998,12,26,98.1226,13508,1998-12-26,1.3055,0.0182
51174,1998,12,27,98.1227,13509,1998-12-27,1.3475,0.0183
51175,1998,12,28,98.1228,13510,1998-12-28,1.3419,0.0184
51176,1998,12,29,98.1229,13511,1998-12-29,1.3049,0.0185
51177,1998,12,30,98.1230,13512,1998-12-30,1.21,0.0186
51178,1998,12,31,98.1231,13513,1998-12-31,1.0954,0.0186
51179,1999,1,1,99.0101,13514,1999-01-01,0.9738,0.0234
51180,1999,1,2,99.0102,13515,1999-01-02,0.888,0.0234
51181,1999,1,3,99.0103,13516,1999-01-03,0.8605,0.0234
51182,1999,1,4,99.0104,13517,1999-01-04,0.8798,0.0234
51183,1999,1,5,99.0105,13518,1999-01-05,0.8935,0.0233
51184,1999,1,6,99.0106,13519,1999-01-06,0.9693,0.0232
51185,1999,1,7,99.0107,13520,1999-01-07,1.0658,0.0231
51186,1999,1,8,99.0108,13521,1999-01-08,1.0857,0.023
51187,1999,1,9,99.0109,13522,1999-01-09,1.0715,0.0229
51188,1999,1,10,99.0110,13523,1999-01-10,1.0519,0.0228
51189,1999,1,11,99.0111,13524,1999-01-11,1.0021,0.0227
51190,1999,1,12,99.0112,13525,1999-01-12,0.8986,0.0227
51191,1999,1,13,99.0113,13526,1999-01-13,0.7891,0.0226
51192,1999,1,14,99.0114,13527,1999-01-14,0.7236,0.0226
51193,1999,1,15,99.0115,13528,1999-01-15,0.6842,0.0226
51194,1999,1,16,99.0116,13529,1999-01-16,0.6091,0.0227
51195,1999,1,17,99.0117,13530,1999-01-17,0.5459,0.0227
51196,1999,1,18,99.0118,13531,1999-01-18,0.574,0.0228
51197,1999,1,19,99.0119,13532,1999-01-19,0.6929,0.0228
51198,1999,1,20,99.0120,13533,1999-01-20,0.8527,0.0228
51199,1999,1,21,99.0121,13534,1999-01-21,1.0358,0.0229
51200,1999,1,22,99.0122,13535,1999-01-22,1.2209,0.023
51201,1999,1,23,99.0123,13536,1999-01-23,1.3473,0.023
51202,1999,1,24,99.0124,13537,1999-01-24,1.3865,0.0231
51203,1999,1,25,99.0125,13538,1999-01-25,1.3692,0.0232
51204,1999,1,26,99.0126,13539,1999-01-26,1.3004,0.0233
51205,1999,1,27,99.0127,13540,1999-01-27,1.2207,0.0234
51206,1999,1,28,99.0128,13541,1999-01-28,1.1562,0.0235
51207,1999,1,29,99.0129,13542,1999-01-29,1.1509,0.0236
51208,1999,1,30,99.0130,13543,1999-01-30,1.1811,0.0237
51209,1999,1,31,99.0131,13544,1999-01-31,1.2163,0.0239
51210,1999,2,1,99.0201,13545,1999-02-01,1.2582,0.024
51211,1999,2,2,99.0202,13546,1999-02-02,1.3085,0.0242
51212,1999,2,3,99.0203,13547,1999-02-03,1.3201,0.0245
51213,1999,2,4,99.0204,13548,1999-02-04,1.3209,0.0247
51214,1999,2,5,99.0205,13549,1999-02-05,1.3294,0.0249
51215,1999,2,6,99.0206,13550,1999-02-06,1.3167,0.0252
51216,1999,2,7,99.0207,13551,1999-02-07,1.2566,0.0255
51217,1999,2,8,99.0208,13552,1999-02-08,1.1886,0.0258
51218,1999,2,9,99.0209,13553,1999-02-09,1.099,0.0261
51219,1999,2,10,99.0210,13554,1999-02-10,1.006,0.0265
51220,1999,2,11,99.0211,13555,1999-02-11,0.9122,0.0268
51221,1999,2,12,99.0212,13556,1999-02-12,0.9005,0.0272
51222,1999,2,13,99.0213,13557,1999-02-13,0.9361,0.0276
51223,1999,2,14,99.0214,13558,1999-02-14,1.0122,0.0281
51224,1999,2,15,99.0215,13559,1999-02-15,1.1501,0.0285
51225,1999,2,16,99.0216,13560,1999-02-16,1.2834,0.0289
51226,1999,2,17,99.0217,13561,1999-02-17,1.4464,0.0293
51227,1999,2,18,99.0218,13562,1999-02-18,1.598,0.0297
51228,1999,2,19,99.0219,13563,1999-02-19,1.683,0.0301
51229,1999,2,20,99.0220,13564,1999-02-20,1.6964,0.0304
51230,1999,2,21,99.0221,13565,1999-02-21,1.6194,0.0308
51231,1999,2,22,99.0222,13566,1999-02-22,1.5088,0.0311
51232,1999,2,23,99.0223,13567,1999-02-23,1.3562,0.0314
51233,1999,2,24,99.0224,13568,1999-02-24,1.1691,0.0317
51234,1999,2,25,99.0225,13569,1999-02-25,1.0368,0.032
51235,1999,2,26,99.0226,13570,1999-02-26,0.9558,0.0323
51236,1999,2,27,99.0227,13571,1999-02-27,0.9261,0.0325
51237,1999,2,28,99.0228,13572,1999-02-28,0.9347,0.0327
51238,1999,3,1,99.0301,13573,1999-03-01,0.955,0.0329
51239,1999,3,2,99.0302,13574,1999-03-02,0.98,0.0331
51240,1999,3,3,99.0303,13575,1999-03-03,0.9925,0.0332
51241,1999,3,4,99.0304,13576,1999-03-04,1.0438,0.0334
51242,1999,3,5,99.0305,13577,1999-03-05,1.0477,0.0334
51243,1999,3,6,99.0306,13578,1999-03-06,0.9507,0.0335
51244,1999,3,7,99.0307,13579,1999-03-07,0.873,0.0335
51245,1999,3,8,99.0308,13580,1999-03-08,0.8184,0.0335
51246,1999,3,9,99.0309,13581,1999-03-09,0.7442,0.0334
51247,1999,3,10,99.0310,13582,1999-03-10,0.6893,0.0334
51248,1999,3,11,99.0311,13583,1999-03-11,0.6931,0.0333
51249,1999,3,12,99.0312,13584,1999-03-12,0.7564,0.0332
51250,1999,3,13,99.0313,13585,1999-03-13,0.8389,0.0331
51251,1999,3,14,99.0314,13586,1999-03-14,0.9673,0.0331
51252,1999,3,15,99.0315,13587,1999-03-15,1.1346,0.033
51253,1999,3,16,99.0316,13588,1999-03-16,1.3128,0.0329
51254,1999,3,17,99.0317,13589,1999-03-17,1.4408,0.0327
51255,1999,3,18,99.0318,13590,1999-03-18,1.5682,0.0326
51256,1999,3,19,99.0319,13591,1999-03-19,1.6514,0.0325
51257,1999,3,20,99.0320,13592,1999-03-20,1.6386,0.0323
51258,1999,3,21,99.0321,13593,1999-03-21,1.6014,0.0321
51259,1999,3,22,99.0322,13594,1999-03-22,1.4887,0.0319
51260,1999,3,23,99.0323,13595,1999-03-23,1.3508,0.0317
51261,1999,3,24,99.0324,13596,1999-03-24,1.2127,0.0316
51262,1999,3,25,99.0325,13597,1999-03-25,1.1454,0.0314
51263,1999,3,26,99.0326,13598,1999-03-26,1.1435,0.0313
51264,1999,3,27,99.0327,13599,1999-03-27,1.218,0.0312
51265,1999,3,28,99.0328,13600,1999-03-28,1.2713,0.031
51266,1999,3,29,99.0329,13601,1999-03-29,1.3388,0.0309
51267,1999,3,30,99.0330,13602,1999-03-30,1.4041,0.0308
51268,1999,3,31,99.0331,13603,1999-03-31,1.4269,0.0307
51269,1999,4,1,99.0401,13604,1999-04-01,1.421,0.0306
51270,1999,4,2,99.0402,13605,1999-04-02,1.4162,0.0305
51271,1999,4,3,99.0403,13606,1999-04-03,1.3796,0.0305
51272,1999,4,4,99.0404,13607,1999-04-04,1.2973,0.0304
51273,1999,4,5,99.0405,13608,1999-04-05,1.2113,0.0304
51274,1999,4,6,99.0406,13609,1999-04-06,1.1631,0.0303
51275,1999,4,7,99.0407,13610,1999-04-07,1.1391,0.0303
51276,1999,4,8,99.0408,13611,1999-04-08,1.1059,0.0303
51277,1999,4,9,99.0409,13612,1999-04-09,1.1179,0.0302
51278,1999,4,10,99.0410,13613,1999-04-10,1.1863,0.0302
51279,1999,4,11,99.0411,13614,1999-04-11,1.3129,0.0302
51280,1999,4,12,99.0412,13615,1999-04-12,1.5013,0.0302
